sensor_id,sensor_type,timestamp,value_type,value,location,lat,lon,location_name
49,pms5003,3/1/2024 5:15,P2,21.2,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:15,P1,23.2,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:15,P0,13,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
50,DHT22,3/1/2024 5:15,humidity,99.9,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
50,DHT22,3/1/2024 5:15,temperature,18.9,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:15,P2,26,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:15,P1,27.4,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:15,P0,20,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
50,DHT22,3/1/2024 5:15,humidity,99.9,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
50,DHT22,3/1/2024 5:15,temperature,18.9,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
79,SDS011,3/1/2024 5:16,P2,15.4,76,-1.261,36.782,"St. Mary's School Nairobi Games Pitches, Muthangari Drive, Muthangari sublocation, Kileleshwa location, Kilimani division, Westlands, Nairobi, 97104, Kenya"
79,SDS011,3/1/2024 5:16,P1,15.4,76,-1.261,36.782,"St. Mary's School Nairobi Games Pitches, Muthangari Drive, Muthangari sublocation, Kileleshwa location, Kilimani division, Westlands, Nairobi, 97104, Kenya"
79,SDS011,3/1/2024 5:16,P0,8.4,76,-1.261,36.782,"St. Mary's School Nairobi Games Pitches, Muthangari Drive, Muthangari sublocation, Kileleshwa location, Kilimani division, Westlands, Nairobi, 97104, Kenya"
49,pms5003,3/1/2024 5:16,P2,35.2,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:16,P1,40.4,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:16,P0,23.4,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
50,DHT22,3/1/2024 5:16,humidity,99.9,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
50,DHT22,3/1/2024 5:16,temperature,18.9,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
80,DHT22,3/1/2024 5:16,humidity,77.1,76,-1.261,36.782,"St. Mary's School Nairobi Games Pitches, Muthangari Drive, Muthangari sublocation, Kileleshwa location, Kilimani division, Westlands, Nairobi, 97104, Kenya"
80,DHT22,3/1/2024 5:16,temperature,20.8,76,-1.261,36.782,"St. Mary's School Nairobi Games Pitches, Muthangari Drive, Muthangari sublocation, Kileleshwa location, Kilimani division, Westlands, Nairobi, 97104, Kenya"
4849,pms5003,3/1/2024 5:16,P2,38,3626,-1.283,36.828,"River Road, City Centre sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
4849,pms5003,3/1/2024 5:16,P1,45,3626,-1.283,36.828,"River Road, City Centre sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
4849,pms5003,3/1/2024 5:16,P0,27,3626,-1.283,36.828,"River Road, City Centre sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:16,P2,30.8,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:16,P1,34,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:16,P0,22,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
50,DHT22,3/1/2024 5:16,humidity,99.9,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
50,DHT22,3/1/2024 5:16,temperature,18.9,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
4850,DHT22,3/1/2024 5:16,humidity,68.9,3626,-1.283,36.828,"River Road, City Centre sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
4850,DHT22,3/1/2024 5:16,temperature,22.8,3626,-1.283,36.828,"River Road, City Centre sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
800,pms5003,3/1/2024 5:17,P2,10.5,35,-1.297,36.743,"Riruta ward, Kawangware division, Dagoretti, Nairobi, 00505, Kenya"
800,pms5003,3/1/2024 5:17,P1,10.5,35,-1.297,36.743,"Riruta ward, Kawangware division, Dagoretti, Nairobi, 00505, Kenya"
800,pms5003,3/1/2024 5:17,P0,7,35,-1.297,36.743,Unknown
49,pms5003,3/1/2024 5:17,P2,36,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:17,P1,42,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:17,P0,24.8,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
50,DHT22,3/1/2024 5:17,humidity,99.9,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
50,DHT22,3/1/2024 5:17,temperature,18.9,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
801,DHT22,3/1/2024 5:17,humidity,75.2,35,-1.297,36.743,"Riruta ward, Kawangware division, Dagoretti, Nairobi, 00505, Kenya"
801,DHT22,3/1/2024 5:17,temperature,21,35,-1.297,36.743,"Riruta ward, Kawangware division, Dagoretti, Nairobi, 00505, Kenya"
49,pms5003,3/1/2024 5:17,P2,42.8,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:17,P1,52,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:17,P0,29.8,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
50,DHT22,3/1/2024 5:17,humidity,99.9,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
50,DHT22,3/1/2024 5:17,temperature,18.9,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:18,P2,41.8,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:18,P1,52.4,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:18,P0,29.2,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
50,DHT22,3/1/2024 5:18,humidity,99.9,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
50,DHT22,3/1/2024 5:18,temperature,18.9,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:18,P2,35.8,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:18,P1,43.4,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:18,P0,23.8,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
50,DHT22,3/1/2024 5:18,humidity,99.9,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
50,DHT22,3/1/2024 5:18,temperature,18.9,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
79,SDS011,3/1/2024 5:19,P2,12.6,76,-1.261,36.782,"St. Mary's School Nairobi Games Pitches, Muthangari Drive, Muthangari sublocation, Kileleshwa location, Kilimani division, Westlands, Nairobi, 97104, Kenya"
79,SDS011,3/1/2024 5:19,P1,12.6,76,-1.261,36.782,"St. Mary's School Nairobi Games Pitches, Muthangari Drive, Muthangari sublocation, Kileleshwa location, Kilimani division, Westlands, Nairobi, 97104, Kenya"
79,SDS011,3/1/2024 5:19,P0,9,76,-1.261,36.782,"St. Mary's School Nairobi Games Pitches, Muthangari Drive, Muthangari sublocation, Kileleshwa location, Kilimani division, Westlands, Nairobi, 97104, Kenya"
4849,pms5003,3/1/2024 5:19,P2,38,3626,-1.283,36.828,"River Road, City Centre sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
4849,pms5003,3/1/2024 5:19,P1,44,3626,-1.283,36.828,"River Road, City Centre sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
4849,pms5003,3/1/2024 5:19,P0,24,3626,-1.283,36.828,"River Road, City Centre sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
80,DHT22,3/1/2024 5:19,humidity,77.9,76,-1.261,36.782,"St. Mary's School Nairobi Games Pitches, Muthangari Drive, Muthangari sublocation, Kileleshwa location, Kilimani division, Westlands, Nairobi, 97104, Kenya"
80,DHT22,3/1/2024 5:19,temperature,20.7,76,-1.261,36.782,"St. Mary's School Nairobi Games Pitches, Muthangari Drive, Muthangari sublocation, Kileleshwa location, Kilimani division, Westlands, Nairobi, 97104, Kenya"
49,pms5003,3/1/2024 5:19,P2,39,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:19,P1,48.75,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:19,P0,27.5,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
50,DHT22,3/1/2024 5:19,humidity,99.9,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
50,DHT22,3/1/2024 5:19,temperature,18.9,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
4850,DHT22,3/1/2024 5:19,humidity,70.3,3626,-1.283,36.828,"River Road, City Centre sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
4850,DHT22,3/1/2024 5:19,temperature,22.7,3626,-1.283,36.828,"River Road, City Centre sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:20,P2,34,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:20,P1,41.75,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:20,P0,27,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
50,DHT22,3/1/2024 5:20,humidity,99.9,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
50,DHT22,3/1/2024 5:20,temperature,18.9,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
800,pms5003,3/1/2024 5:20,P2,10.75,35,-1.297,36.743,"Riruta ward, Kawangware division, Dagoretti, Nairobi, 00505, Kenya"
800,pms5003,3/1/2024 5:20,P1,10.75,35,-1.297,36.743,"Riruta ward, Kawangware division, Dagoretti, Nairobi, 00505, Kenya"
800,pms5003,3/1/2024 5:20,P0,7.75,35,-1.297,36.743,"Riruta ward, Kawangware division, Dagoretti, Nairobi, 00505, Kenya"
801,DHT22,3/1/2024 5:20,humidity,75.1,35,-1.297,36.743,"Riruta ward, Kawangware division, Dagoretti, Nairobi, 00505, Kenya"
801,DHT22,3/1/2024 5:20,temperature,21,35,-1.297,36.743,Unknown
49,pms5003,3/1/2024 5:20,P2,37.75,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:20,P1,44.5,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:20,P0,26.5,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
50,DHT22,3/1/2024 5:20,humidity,99.9,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
50,DHT22,3/1/2024 5:20,temperature,18.9,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:21,P2,40.6,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:21,P1,48.8,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:21,P0,29.8,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
50,DHT22,3/1/2024 5:21,humidity,99.9,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
50,DHT22,3/1/2024 5:21,temperature,18.9,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:21,P2,42,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:21,P1,50.8,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:21,P0,29,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
50,DHT22,3/1/2024 5:21,humidity,99.9,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
50,DHT22,3/1/2024 5:21,temperature,18.9,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:22,P2,39.4,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:22,P1,46.8,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:22,P0,27.4,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
50,DHT22,3/1/2024 5:22,humidity,99.9,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
50,DHT22,3/1/2024 5:22,temperature,18.9,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
4849,pms5003,3/1/2024 5:22,P2,70,3626,-1.283,36.828,"River Road, City Centre sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
4849,pms5003,3/1/2024 5:22,P1,77,3626,-1.283,36.828,"River Road, City Centre sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
4849,pms5003,3/1/2024 5:22,P0,47,3626,-1.283,36.828,"River Road, City Centre sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
79,SDS011,3/1/2024 5:22,P2,11.4,76,-1.261,36.782,"St. Mary's School Nairobi Games Pitches, Mahiga Mairu Avenue, Muthangari sublocation, Kileleshwa location, Kilimani division, Westlands, Nairobi, 97104, Kenya"
79,SDS011,3/1/2024 5:22,P1,11.4,76,-1.261,36.782,"St. Mary's School Nairobi Games Pitches, Mahiga Mairu Avenue, Muthangari sublocation, Kileleshwa location, Kilimani division, Westlands, Nairobi, 97104, Kenya"
79,SDS011,3/1/2024 5:22,P0,8,76,-1.261,36.782,"St. Mary's School Nairobi Games Pitches, Mahiga Mairu Avenue, Muthangari sublocation, Kileleshwa location, Kilimani division, Westlands, Nairobi, 97104, Kenya"
4850,DHT22,3/1/2024 5:22,humidity,69.7,3626,-1.283,36.828,"River Road, City Centre sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
4850,DHT22,3/1/2024 5:22,temperature,22.7,3626,-1.283,36.828,"River Road, City Centre sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
80,DHT22,3/1/2024 5:22,humidity,78.2,76,-1.261,36.782,"St. Mary's School Nairobi Games Pitches, Mahiga Mairu Avenue, Muthangari sublocation, Kileleshwa location, Kilimani division, Westlands, Nairobi, 97104, Kenya"
80,DHT22,3/1/2024 5:22,temperature,20.6,76,-1.261,36.782,"St. Mary's School Nairobi Games Pitches, Mahiga Mairu Avenue, Muthangari sublocation, Kileleshwa location, Kilimani division, Westlands, Nairobi, 97104, Kenya"
49,pms5003,3/1/2024 5:22,P2,36,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:22,P1,46.2,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:22,P0,24.2,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
50,DHT22,3/1/2024 5:22,humidity,99.9,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
50,DHT22,3/1/2024 5:22,temperature,18.9,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
800,pms5003,3/1/2024 5:23,P2,10,35,-1.297,36.743,"Riruta ward, Kawangware division, Dagoretti, Nairobi, 00505, Kenya"
800,pms5003,3/1/2024 5:23,P1,13,35,-1.297,36.743,"Riruta ward, Kawangware division, Dagoretti, Nairobi, 00505, Kenya"
800,pms5003,3/1/2024 5:23,P0,8,35,-1.297,36.743,"Riruta ward, Kawangware division, Dagoretti, Nairobi, 00505, Kenya"
49,pms5003,3/1/2024 5:23,P2,32,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:23,P1,35.6,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:23,P0,23,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
50,DHT22,3/1/2024 5:23,humidity,99.9,3573,-1.289,36.825,Unknown
50,DHT22,3/1/2024 5:23,temperature,18.9,3573,-1.289,36.825,Unknown
801,DHT22,3/1/2024 5:23,humidity,74.9,35,-1.297,36.743,Unknown
801,DHT22,3/1/2024 5:23,temperature,21,35,-1.297,36.743,"Riruta ward, Kawangware division, Dagoretti, Nairobi, 00505, Kenya"
49,pms5003,3/1/2024 5:23,P2,30,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:23,P1,30.75,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:23,P0,20.25,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
50,DHT22,3/1/2024 5:23,humidity,99.9,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
50,DHT22,3/1/2024 5:23,temperature,18.9,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:24,P2,21.25,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:24,P1,24.75,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:24,P0,14.25,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
50,DHT22,3/1/2024 5:24,humidity,99.9,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
50,DHT22,3/1/2024 5:24,temperature,18.9,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:25,P2,21.6,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:25,P1,21.6,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
49,pms5003,3/1/2024 5:25,P0,16,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
50,DHT22,3/1/2024 5:25,humidity,99.9,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
50,DHT22,3/1/2024 5:25,temperature,18.9,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
4849,pms5003,3/1/2024 5:25,P2,46,3626,-1.283,36.828,"River Road, City Centre sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
4849,pms5003,3/1/2024 5:25,P1,56,3626,-1.283,36.828,"River Road, City Centre sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
4849,pms5003,3/1/2024 5:25,P0,31,3626,-1.283,36.828,"River Road, City Centre sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
4850,DHT22,3/1/2024 5:25,humidity,69.4,3626,-1.283,36.828,"River Road, City Centre sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
4850,DHT22,3/1/2024 5:25,temperature,22.8,3626,-1.283,36.828,"River Road, City Centre sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
79,SDS011,3/1/2024 5:25,P2,11.25,76,-1.261,36.782,"St. Mary's School Nairobi Games Pitches, Mahiga Mairu Avenue, Muthangari sublocation, Kileleshwa location, Kilimani division, Westlands, Nairobi, 97104, Kenya"
79,SDS011,3/1/2024 5:25,P1,13,76,-1.261,36.782,"St. Mary's School Nairobi Games Pitches, Mahiga Mairu Avenue, Muthangari sublocation, Kileleshwa location, Kilimani division, Westlands, Nairobi, 97104, Kenya"
79,SDS011,3/1/2024 5:25,P0,8,76,-1.261,36.782,"St. Mary's School Nairobi Games Pitches, Mahiga Mairu Avenue, Muthangari sublocation, Kileleshwa location, Kilimani division, Westlands, Nairobi, 97104, Kenya"
49,pms5003,3/1/2024 5:25,P2,23.6,3573,-1.289,36.825,Unknown
49,pms5003,3/1/2024 5:25,P1,25.4,3573,-1.289,36.825,Unknown
49,pms5003,3/1/2024 5:25,P0,18.4,3573,-1.289,36.825,Unknown
50,DHT22,3/1/2024 5:25,humidity,99.9,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
50,DHT22,3/1/2024 5:25,temperature,18.9,3573,-1.289,36.825,"Barclays, Harambee Avenue, City Square sublocation, Starehe location, CBD division, Starehe, Nairobi, 00300, Kenya"
80,DHT22,3/1/2024 5:25,humidity,77.7,76,-1.261,36.782,"St. Mary's School Nairobi Games Pitches, Mahiga Mairu Avenue, Muthangari sublocation, Kileleshwa location, Kilimani division, Westlands, Nairobi, 97104, Kenya"
80,DHT22,3/1/2024 5:25,temperature,20.7,76,-1.261,36.782,"St. Mary's School Nairobi Games Pitches, Mahiga Mairu Avenue, Muthangari sublocation, Kileleshwa location, Kilimani division, Westlands, Nairobi, 97104, Kenya"
